genre,x,y,hex_colour
suomirap,1052,12987,#ad7f0b
suomisaundi,968,19047,#e177b4
super sentai,423,16316,#d7611a
supergroup,393,10479,#b26e28
surf music,729,8413,#ad748c
surf punk,293,12233,#d15d57
surinamese pop,1005,9971,#a18a0c
svensk indie,429,11289,#a88227
svensk lovsang,599,7163,#6a9108
svensk progg,731,7300,#868820
swahili gospel,758,11630,#a78704
swamp blues,919,7637,#898023
swamp pop,841,7610,#85830d
swamp rock,793,8713,#9f7816
swancore,278,13968,#dc5e2f
swansea indie,351,12209,#a6801e
swazi pop,945,12476,#8b911f
swazi traditional,1022,2539,#428627
swedish alternative rock,440,14088,#c07212
swedish americana,476,7006,#75951c
swedish black metal,65,11056,#d43c7d
swedish blues,621,9887,#ab7c0e
swedish choir,123,493,#209d3b
swedish classical,332,762,#1e9d76
swedish contemporary classical,217,1730,#229c7a
swedish country,594,11802,#9f8a05
swedish dancehall,1115,14940,#ac8b0a
swedish death metal,145,12368,#e64576
swedish doom metal,172,11436,#b57750
swedish drill,1087,11689,#979804
swedish electronic,1199,18447,#b18fc6
swedish electropop,781,17137,#b18932
swedish emo,192,11339,#bd6f3d
swedish eurodance,903,17619,#d07715
swedish experimental,221,6634,#637ab1
swedish fiddle,397,2487,#48af58
swedish folk pop,569,8421,#739827
swedish gangsta rap,1041,10009,#a28b0e
swedish garage rock,276,11558,#d55c1e
swedish grindcore,79,10442,#ec217f
swedish hard rock,237,14080,#d95d1d
swedish hardcore,163,10418,#e53c4d
swedish heavy metal,223,14594,#e05921
swedish hip hop,1020,11135,#ac840e
swedish house,1225,18461,#ac8ba5
swedish idol pop,660,15406,#ae8806
swedish indie folk,536,6287,#649f37
swedish indie pop,506,11914,#978d2d
swedish indie rock,375,11951,#b27b2c
swedish jazz,700,4687,#539850
swedish jazz orkester,917,3993,#5e906b
swedish melodeath,157,14570,#e9475b
swedish melodic rock,318,15431,#cb6c0f
swedish metal,157,12955,#d9515e
swedish metalcore,195,17138,#ea5315
swedish pop,674,13856,#a6880c
swedish pop punk,237,10896,#e64c1d
swedish pop rap,1005,10331,#ab840a
swedish post-hardcore,219,13575,#d65f32
swedish post-punk,463,12588,#b9702e
swedish power metal,208,15305,#d95f18
swedish prog,557,6583,#808a38
swedish progressive metal,243,12870,#be7032
swedish psychedelic rock,271,9177,#a87c67
swedish punk,341,11031,#d45c11
swedish reggae,1087,13958,#a88a0f
swedish rock-and-roll,655,9287,#b17a44
swedish rockabilly,627,10908,#cc6f10
swedish singer-songwriter,569,6411,#6f9828
swedish soul,853,14113,#978b11
swedish stoner rock,258,9524,#bf713d
swedish synth,779,17808,#bc855b
swedish synthpop,729,17252,#b08844
swedish techno,1220,18608,#b490cd
swedish trap,1100,13385,#9b9805
swedish trap pop,1037,10666,#a28f0b
swedish tropical house,876,17389,#b28d51
swedish underground rap,1033,10555,#b17c15
swing,917,2538,#4e8a55
swing italiano,1020,5067,#67901c
swing revival,913,7858,#8c8117
swiss alternative rock,452,13879,#b77626
swiss black metal,141,13587,#d34d7e
swiss classical piano,419,163,#19a5d4
swiss contemporary classical,365,1190,#21967c
swiss country,670,12086,#968d26
swiss experimental,756,8113,#777e8c
swiss folk,806,7735,#80952a
swiss hip hop,995,12201,#ac810f
swiss house,1389,19476,#b791c5
swiss indie,772,12425,#998916
swiss indie folk,576,7215,#6f8f23
swiss jazz,799,5041,#5b8d90
swiss metal,206,14335,#d9554b
swiss pop,804,15912,#b2842f
swiss punk,391,13992,#db611b
swiss reggae,1154,15027,#a48f1e
swiss rock,543,12673,#a2821e
swiss singer-songwriter,683,9836,#799821
swiss techno,1339,19274,#af94cd
swiss trap,1145,14766,#8d980e
swiss worship,421,12380,#968d0a
sydney indie,377,12564,#b37a32
symphonic black metal,100,12233,#d94c77
symphonic death metal,138,14129,#d65967
symphonic melodic death metal,120,15533,#e15552
symphonic metal,201,14276,#c96a27
symphonic power metal,190,15634,#d86218
symphonic rock,425,8286,#947e3a
synth funk,1009,15077,#a2772e
synth punk,471,14582,#c36559
synthesizer,391,9460,#71949b
synthetic classical,465,7054,#5d9da3
synthpop,734,16872,#b6792d
synthwave,569,17429,#b192a1
synthwave brasileiro,584,16771,#a1909d
syrian pop,633,7300,#92850e
syro-aramaic chant,355,2298,#35ac18
szanty,781,7249,#808c07
t-pop girl group,594,17353,#c8772d
taarab,566,7351,#988516
tabla,995,6745,#917a86
tagalog rap,988,12974,#928e09
tagalog worship,399,6276,#579d27
tahitian,901,10021,#8d8e29
taiko,1052,6626,#767dba
taiwan campus folk,442,6879,#609d09
taiwan classical performance,511,885,#2b9fa9
taiwan electronic,925,17214,#b6869a
taiwan experimental,471,8139,#92777f
taiwan graduation song,586,6005,#579b10
taiwan hip hop,1013,15064,#ab8408
taiwan idol pop,670,15356,#b0850b
taiwan indie,513,11951,#968822
taiwan instrumental,486,5569,#48a39f
taiwan metal,179,15431,#de4f5b
taiwan pop,576,12306,#998b08
taiwan punk,320,15725,#d06913
taiwan rock,409,15002,#b8781c
taiwan singer-songwriter,579,9575,#7f910d
taiwanese indie,700,11300,#968415
taiwanese indigenous,613,6238,#609a17
taiwanese pop,547,11314,#859606
tajik pop,864,12888,#af870b
tajik traditional,909,2311,#39994a
talent show,621,14362,#a68804
talentkonkurranse,559,9587,#829109
talentos brasileiros,783,10572,#969007
tallava,836,13053,#b77d03
tamaulipas indie,407,14459,#bb7811
tamaulipas rap,1156,14294,#9c8d06
tamborazo,972,9763,#9c8b62
tamburica,497,6793,#88920b
tamil devotional,876,4535,#848d06
tamil hip hop,919,13996,#ac8615
tamil indie,770,11827,#88942d
tamil pop,891,10637,#99860f
tamil worship,770,10343,#938d07
tampa indie,373,12012,#ac7b2e
tanci,1185,414,#458014
tango,923,1957,#4f944e
tango cancion,893,1426,#4c9621
tanzanian pop,1018,10318,#ac8b04
tanzanian traditional,808,5383,#778922
tanzlmusi,1071,2779,#42aa8f
tape club,482,9820,#9a833b
tar,746,2462,#549f91
taraneem,664,8648,#759507
tarantella,646,9974,#a78217
tassie indie,471,9030,#898b62
tatar folk,596,4207,#52a11c
tatar pop,719,14673,#b68804
tavern,557,7571,#7f926b
tech house,1305,19034,#b88cba
tech trance,646,18933,#e96bb9
technical black metal,26,9403,#d4309e
technical brutal death metal,184,11068,#e93e9b
technical death metal,163,10430,#e93c8e
technical deathcore,175,12943,#e94486
technical grindcore,129,9815,#e62585
technical groove metal,261,14203,#e24562
technical melodic death metal,199,13004,#ef3c5e
technical thrash,215,11472,#df4766
techno,1142,18349,#b787c0
techno argentina,1225,19074,#bb8dd8
techno kayo,772,13337,#9c861f
techno rave,963,18945,#d774c9
tecnobanda,1107,10218,#a28005
tecnobrega,878,14299,#c68603
teen pop,830,14018,#9c8f02
tejano,1037,10182,#9c8d08
tekk,921,17680,#d86f52
tekno,953,18440,#e1738e
telugu devotional,919,6400,#8e8a0d
telugu hip hop,1136,14033,#a38c0f
telugu indie,927,13671,#a3880d
telugu worship,777,11275,#978d0d
tempe indie,395,13600,#b87915
tennessee experimental,419,7621,#738685
tennessee hip hop,1095,15659,#a58f01
tennessee metal,202,11522,#d45563
terrorcore,795,18554,#e05f9e
tex-mex,1063,9615,#a78b09
texas blues,1018,3827,#638b26
texas country,719,8475,#818c0c
texas hardcore,235,11252,#e44b40
texas latin rap,1065,15722,#a68605
texas metal,245,10381,#e04a4a
texas pop punk,330,15762,#d6650c
texas punk,334,10957,#d95330
thai folk,607,8543,#7f911b
thai folk pop,689,10835,#8e9604
thai folk rock,694,13261,#9c8c06
thai hip hop,1043,13284,#a6830f
thai idol,726,12941,#93910a
thai indie,708,14206,#a68419
thai indie pop,639,14175,#a28816
thai indie rock,591,14064,#a48522
thai instrumental,705,4927,#54a560
thai metal,318,14645,#d85828
thai pop,724,13497,#9a8d0c
thai pop rap,1016,10219,#859a17
thai psychedelic,724,6436,#9d7b41
thai rock,591,14799,#a6860a
thai teen pop,841,15254,#a38d09
thai traditional,806,1906,#4ca361
thai trap,1067,14344,#98940a
thall,213,15179,#db5e73
theme,371,6457,#5c8f8f
therapy,224,2867,#324cc9
theremin,399,5922,#599896
thrash core,234,9864,#e23658
thrash metal,248,11056,#e6443f
thrash-groove metal,307,14681,#e3532c
throat singing,442,5142,#618f3d
tibetan mantra,607,5334,#568f44
tibetan pop,547,6559,#609f2f
tibetan traditional,474,3777,#49a232
tigrigna pop,736,8612,#ac880b
tijuana electronic,995,16898,#a08bab
tijuana indie,415,10622,#ab7c47
timba,1033,8664,#bc8007
tin pan alley,968,1805,#4c8e85
tipico,964,8248,#af8704
togolese pop,993,12337,#b3860b
tolkien metal,150,12636,#d05565
tollywood,1007,13233,#af7f07
tone,123,3094,#27abd8
tongan pop,860,7967,#699831
torch song,760,2159,#40960d
toronto indie,442,10858,#9a8430
toronto rap,1050,13260,#9a9204
touken ranbu,290,11841,#86857a
trad jazz catala,836,2374,#60895e
trad quebecois,828,8536,#a08522
traditional bluegrass,793,7833,#859438
traditional blues,1045,3094,#5f8921
traditional british folk,868,4080,#499f14
traditional country,903,4105,#539411
traditional english folk,779,4144,#47a114
traditional folk,995,2437,#4c9727
traditional funk,821,10355,#a47638
traditional irish singing,937,1476,#1ca80c
traditional reggae,1122,14609,#9c8d13
traditional rockabilly,895,6595,#a6730c
traditional scottish folk,557,6152,#689646
traditional ska,1056,9515,#9e8429
traditional soul,949,8787,#7f862e
traditional southern folk,1009,2487,#508a2e
trallalero,482,933,#4e8a07
trance,639,17947,#d17c7a
trance brasileiro,1162,18362,#cd82a2
trance mexicano,1172,18731,#cd82b7
trancecore,247,16026,#e25e19
transpop,724,12564,#998825
trap,1063,14717,#a68a03
trap argentino,1095,13853,#989708
trap baiano,1048,11777,#899a05
trap boricua,1118,13061,#a39403
trap brasileiro,1073,12250,#949406
trap carioca,1115,13497,#909806
trap catala,1061,11652,#9f9407
trap chileno,1054,13983,#9e9705
trap colombiano,1063,13620,#a88b07
trap cristao,1043,13247,#a48906
trap cristiano,1043,13210,#b18e01
trap dominicano,1131,12413,#af8d02
trap funk,1179,14021,#aa8d0e
trap italiana,986,14058,#a99405
trap latino,1160,16695,#bf8e03
trap metal italiana,821,13077,#b4830b
trap mexicano,1102,14499,#9f8f07
trap peruano,1126,12376,#9b9107
trap pesado,1197,15646,#879807
trap queen,1126,15092,#a68d03
trap soul,935,13270,#889908
trap triste,1014,12076,#8e9d07
trap tuga,1067,10269,#94960d
trap venezolano,1102,11334,#a78e04
traprun,746,16405,#bc8c4c
trash rock,332,10418,#da582e
trecento,245,627,#1aaf3f
trekkspill,670,6942,#6e9f5b
triangle indie,407,9410,#a77935
tribal house,1199,18933,#ce7b85
tribute,719,11460,#7f986d
trikiti,1020,8701,#9c8f41
trinibad,1133,10641,#a69406
trinidadian reggae,1073,15001,#ba840e
trio batak,526,14459,#a18d06
trio cubano,1138,4485,#758c22
trio huasteco,921,5756,#789a0c
trip hop,862,15533,#9c886f
trival,1188,17277,#be8740
trombone brasileiro,978,5680,#7791a1
trondersk musikk,602,12172,#9f8807
trondheim indie,389,10491,#988637
tropical,1045,9253,#a68b08
tropical house,874,17454,#c18639
tropical tecladista,1199,17151,#b48d0c
tropicalia,855,7674,#838b0d
trot,520,11339,#959223
troubadour,536,1944,#249d19
trouvere,508,2209,#279a23
trova,841,5358,#63980d
trova mexicana,876,6116,#649a03
truck-driving country,882,8101,#7b8714
tsukiuta,596,14076,#bf7120
tuareg guitar,851,8150,#988e39
tucson indie,524,7682,#868848
tulsa indie,436,12870,#a48220
tulum,413,7571,#a67c44
tuna,526,6867,#7a8c0f
tuna estudiantil,599,5593,#7a8d0b
tunisian pop,765,12900,#b07d09
turbo folk,729,13940,#b97d03
turin indie,538,12625,#a88132
turkce drill,1069,15887,#969a2e
turkce kadin rap,1050,15356,#9c9113
turkce remix,1091,17139,#af9138
turkce slow sarkilar,680,9385,#759905
turkce trap metal,866,15276,#a48723
turkish alt pop,721,10585,#769a0f
turkish alternative,524,13436,#a78419
turkish alternative rock,482,12452,#9c8827
turkish black metal,195,10602,#bb5d9b
turkish classical,429,2740,#559f63
turkish classical performance,533,1097,#259fac
turkish edm,1140,18200,#bf8f65
turkish electronic,905,16291,#9393a9
turkish experimental,389,7449,#758397
turkish folk,599,6078,#7d8f14
turkish hip hop,1005,13100,#a68814
turkish instrumental,559,6274,#74997f
turkish jazz,602,6128,#758f2d
turkish metal,389,13511,#c46940
turkish modern jazz,719,6546,#739156
turkish pop,686,11179,#9b880f
turkish post-punk,474,12980,#948887
turkish psych,655,6757,#8d8422
turkish punk,504,13139,#c46b16
turkish reggae,953,15811,#b1841e
turkish rock,538,10835,#97861c
turkish singer-songwriter,692,9439,#83930d
turkish soundtrack,438,7251,#5e9da5
turkish trap,1045,15277,#aa8d1c
turkish trap pop,885,13283,#a48c0c
turkmen hip hop,1087,14182,#989209
turkmen pop,753,10318,#938b10
turntablism,1096,15129,#ad7441
tuvan folk,444,4308,#598f34
twee indie pop,533,11546,#a08735
twee pop,474,10945,#978834
twin cities indie,552,10106,#9a8223
twoubadou,955,11298,#9f8d09
tzadik,513,3903,#4b8b85
uae indie,705,14348,#ab8433
ugandan pop,1076,14753,#c08708
ugandan traditional,1041,4358,#688c31
uilleann pipes,326,4864,#57a765
uk alternative hip hop,1024,9959,#a98115
uk alternative pop,670,12783,#938e1d
uk americana,522,7461,#7c910d
uk beatdown,330,10332,#da5733
uk christian rap,1011,9775,#a1890a
uk contemporary jazz,770,8726,#838d8f
uk contemporary r&b,870,11472,#88940b
uk dance,988,17881,#c8813c
uk dancehall,1095,14866,#b6860d
uk diy punk,290,11766,#dc561c
uk dnb,1067,18262,#da8291
uk doom metal,181,9403,#b16e66
uk drill,1131,12607,#a0860c
uk dub,1208,17113,#909759
uk experimental electronic,636,11951,#9183ac
uk funky,1131,17606,#ba884f
uk garage,1144,17454,#b97b4b
uk hip hop,1039,11516,#b08015
uk house,1208,18410,#c5818e
uk metalcore,215,14348,#dd591c
uk noise rock,241,10405,#c75380
uk pop,739,12515,#978f06
uk pop punk,269,15988,#d6660f
uk post-hardcore,248,13612,#d2641a
uk post-metal,118,10785,#a079ad
uk post-punk,543,13029,#b76a4e
uk post-punk revival,395,12992,#c46e4b
uk reggae,1167,16240,#99901c
uk rockabilly,783,10786,#c06e11
uk stoner rock,212,9390,#c06f54
uk tech house,1401,19540,#d17fbc
uk worship,336,12061,#908c0b
uk82,286,10418,#db492c
ukg revival,1253,17719,#c37d6e
ukhc,235,11314,#e04f43
ukrainian black metal,72,11351,#b957a4
ukrainian choir,71,187,#319a37
ukrainian classical,305,138,#1d9fc3
ukrainian classical piano,381,150,#1ea1c3
ukrainian electronic,1133,18571,#bc8dba
ukrainian experimental,716,12613,#8c8ab5
ukrainian folk,907,13333,#b27d14
ukrainian hip hop,1052,12101,#a88209
ukrainian indie,683,14042,#a08b1b
ukrainian metal,164,13513,#d05e69
ukrainian pop,777,15925,#b98208
ukrainian post-punk,531,15458,#b1806c
ukrainian rock,736,14976,#b3810d
ukulele,999,6942,#6c9857
ulkucu sarkilar,721,8137,#8b851c
umbanda,905,6868,#858608
umea hardcore,271,9888,#dd4a34
umea indie,359,11448,#ab7c2f
unblack metal,184,11667,#d0556a
underground boom bap,951,9664,#b57717
underground hip hop,968,12539,#a18911
underground power pop,442,12037,#af7912
underground rap,1018,10579,#b57518
university choir,181,860,#2c9131
uplifting trance,586,18124,#d57a83
uppsala indie,508,13185,#a88125
upstate ny rap,986,10071,#a18809
uptempo hardcore,500,17315,#f1552f
urban contemporary,927,14779,#9e8607
urbano espanol,1041,11185,#a38e08
uruguayan indie,650,11448,#918d30
us power metal,261,11732,#d35826
usbm,53,9620,#c93ea8
utah indie,450,9042,#858f1b
utah metal,155,11031,#d65969
utapri,440,17087,#cb7244
uwielbienie,480,7189,#6b9418
uyghur folk,748,7176,#799136
uzbek pop,880,15179,#c18003
uzbek traditional,719,1957,#3a9f33
v-pop,630,9661,#849505
vaikiskos dainos,1041,10059,#839416
vallenato,1149,10231,#b18803
vallenato moderno,1115,10604,#be8400
vancouver indie,467,10647,#9d8330
vancouver metal,235,12491,#d0575a
vancouver punk,288,12134,#db5728
vanuatu music,1076,13137,#978613
vapor house,1113,17542,#b4878b
vapor pop,639,14138,#989028
vapor soul,744,14126,#94943c
vapor trap,1080,15482,#8f9a06
vapor twitch,788,14660,#a68d5d
vaporwave,531,12111,#96849e
vaqueiro,997,9871,#bd8d01
variete francaise,719,12362,#a68801
varmland rock,395,13685,#c07117
vaudeville,1052,1299,#459123
vbs,880,11630,#75960c
veena,781,3650,#7b8b3c
vegan straight edge,314,9336,#d45735
vegas indie,513,14273,#bc741d
velha guarda,821,5272,#738e21
venezuelan hip hop,1085,9628,#b38006
venezuelan indie,801,15381,#a98632
venezuelan metal,190,12685,#dc5049
venezuelan rock,758,12488,#ad7d1f
veracruz indie,736,10871,#948c1e
vermont indie,540,7091,#788e32
vgm instrumental,721,6337,#50a5c2
vgm remix,905,18261,#c18da0
via,621,8064,#82850a
victoria bc indie,493,9972,#988528
victorian britain,219,873,#239a88
video game music,265,8693,#5c92c5
vienna indie,599,12515,#9b8626
viet edm,795,17352,#c3884c
viet instrumental,618,6177,#5ca692
viet lo-fi,893,11410,#709f56
vietnamese bolero,526,7918,#7d9904
vietnamese hip hop,1013,10769,#a08d0c
vietnamese pop,513,7719,#769a05
vietnamese singer-songwriter,627,7337,#779907
vietnamese traditional,774,3019,#459a49
viking black metal,81,12135,#cf5377
viking folk,434,8716,#759163
viking metal,182,14411,#da5b4c
villancicos,901,9003,#7f8e26
vinahouse,799,13127,#af8806
vintage cantonese pop,621,7188,#7e9403
vintage chanson,832,1754,#4c9506
vintage chinese pop,513,6571,#699908
vintage classical singing,373,124,#2ea119
vintage country folk,1047,1451,#4d9424
vintage dutch pop,719,6128,#708b18
vintage finnish jazz,670,2930,#4b970d
vintage french electronic,584,7644,#7d8874
vintage gospel,925,1729,#50861a
vintage hawaiian,858,2753,#4b967c
vintage hollywood,772,1476,#4b8c1e
vintage italian pop,602,2412,#4c9721
vintage italian soundtrack,397,4928,#4f999d
vintage jazz,1052,2007,#538587
vintage norwegian pop,838,2917,#449e16
vintage old-time,1035,1577,#539534
vintage radio show,1332,5117,#47700b
vintage reggae,1084,14082,#a6821d
vintage rockabilly,929,6767,#937d0f
vintage schlager,739,2983,#5c910b
vintage spanish pop,838,2336,#5b8f1d
vintage swedish pop,808,4093,#5d9218
vintage swing,1140,2197,#498b3b
vintage swoon,576,6374,#8d840e
vintage taiwan pop,434,3967,#4c9f0c
vintage tango,955,1818,#509249
vintage western,1124,4409,#5c884c
viola,320,468,#23a38e
viola caipira,874,5732,#769a34
viola da gamba,305,1742,#21a173
violao,901,4132,#549d5d
violao classico,1001,2336,#41a8b0
violin,401,885,#2ba466
viral pop,711,9808,#7f9607
viral pop brasileiro,1043,11068,#939609
viral rap,1136,15558,#9a9109
viral trap,1054,15179,#a18f1a
virgin islands reggae,1117,12388,#a08c09
virginia hip hop,1074,12500,#a57c0e
virginia indie,618,9460,#82803f
virginia metal,206,11155,#e1475d
virginia punk,267,10479,#e24d32
visor,864,3309,#49990b
vispop,748,11092,#8e8e12
visual kei,269,15647,#db5e1e
vlaamse cabaret,1013,6202,#847007
vlaamse kinderliedje,1030,10679,#998406
vlaamse rap,1106,10967,#958d09
vocal ensemble,228,1043,#23a518
vocal harmony group,907,2766,#468f0e
vocal house,1133,18596,#ca7b63
vocal jazz,828,2690,#4a913b
vocal trance,581,17656,#c78047
vocaloid,569,16974,#cf7429
vogue,1127,17708,#b78173
voidgaze,33,10296,#c545b0
voidgrind,46,9378,#d839b5
volksmusik,650,10417,#9e870c
volkspop,925,12362,#a48212
volkstumliche musik,799,14189,#b6830e
waiata maori,760,9028,#749111
waiata mo tamariki,937,8316,#639a07
wandelweiser,297,2336,#0d9b8f
war metal,36,9358,#df25ad
warm drone,81,3928,#4491cf
warrington indie,434,14191,#b37b28
washboard,1124,4207,#718459
washington indie,506,7967,#8e823a
wassoulou,978,9750,#9c8a18
water,27,4459,#af00c6
wave,584,15659,#9c9898
weightless,841,14584,#9a8d92
weirdcore,878,11617,#809385
wellington indie,446,9116,#908b44
welsh choir,157,628,#34842e
welsh folk,772,5345,#4d9f2c
welsh hip hop,955,13815,#b08033
welsh indie,444,10846,#9d832c
welsh metal,243,13175,#d95b3a
welsh rock,391,13399,#b77619
west african jazz,929,7686,#a48828
west australian hip hop,1020,12176,#ae830c
west coast rap,1158,15015,#ad7a07
west coast reggae,919,12646,#9d8b0b
west coast trap,1078,12476,#a98303
west end,497,4535,#539117
west virginia indie,407,9746,#b5742b
west virginia metal,228,10982,#d85d68
west yorkshire indie,338,11350,#bd6e1a
west-vlaamse hip hop,1104,10980,#9c8608
western americana,660,7139,#828d0d
western mass indie,484,8605,#998133
western ny metal,184,11744,#e5435d
western saharan folk,872,7188,#898d2e
western swing,1020,4093,#5a8d1f
whale song,22,2386,#5b00c6
white noise,0,4498,#5e00c8
wind ensemble,383,419,#14b0d6
wind quintet,429,352,#1caecf
wind symphony,495,2072,#4588bb
windsor on indie,436,12368,#aa7c29
winnipeg hip hop,1039,13678,#9c8a2a
wisconsin indie,429,8532,#97801f
wisconsin metal,234,13538,#e64b55
witch house,569,14187,#a58285
women's choir,280,2690,#499136
women's music,713,6880,#6c9508
wonky,815,13889,#a28481
worcester ma indie,457,11803,#ae7816
workout product,1117,18485,#c18574
world,891,8738,#928726
world chill,855,13208,#929081
world devotional,431,5907,#4ba542
world fusion,751,11509,#889080
world meditation,120,3499,#4178c0
world worship,332,10541,#888f13
worship,349,12418,#938b0f
wrestling,515,15406,#c5692f
wrock,660,9998,#8f8112
wu fam,997,11777,#b47310
wuhan indie,474,12932,#a78335
wyoming indie,461,11055,#a97c1f
wyoming roots,689,9127,#828f09
xhosa,788,6188,#6c8f08
xinyao,522,7670,#719807
xtra raw,529,17011,#ed5615
yacht rock,739,10009,#8c8419
yaoi,491,14117,#a4815b
ye ye,618,5918,#828a07
yemeni pop,913,9138,#9e880e
yemeni traditional,853,3221,#569427
yiddish folk,933,2324,#4b9829
yodeling,899,3625,#4b960c
yoga,116,2816,#25a3ce
yoik,515,5795,#529929
york indie,322,11546,#ac7d14
yorkshire folk,763,4712,#509f1f
youth orchestra,177,1464,#2590aa
yugoslav new wave,734,12770,#b1771e
yugoslav rock,607,11521,#a77f0c
yunnan traditional,680,3802,#419827
yuri,586,14939,#b27f5d
zamba,1063,3259,#549824
zambian hip hop,1009,11640,#b48808
zambian pop,945,13173,#af8806
zampogna,273,7013,#61976b
zen,131,3423,#328ecf
zespol dzieciecy,1030,9466,#7a961c
zeuhl,438,6993,#847e6e
zhongguo feng,602,13102,#959516
zikir,613,4358,#4fa302
zillertal,826,12980,#b8831b
zim gospel,633,10293,#9e8805
zim hip hop,986,14257,#ae8c10
zim urban groove,937,8651,#a28b1a
zimdancehall,990,13041,#bb8810
zither,980,2816,#5aa1ab
zolo,633,10634,#9e7437
zouglou,1013,14573,#c27a0c
zouk,995,17013,#bb8d11
zouk riddim,993,14989,#b98f09
zurich indie,670,13881,#9b8748
zydeco,855,9028,#9d841c
